course_crn,full_name,short_name,prerequisites
44370,Risk Analytics and Management,MGMT-7760,['MGMT-6520']
43380,Professional Development Workshop II-M.S.,MGMT-7780,[]
44930,,MTLE-2960,
44778,Glass Science,MTLE-4030,[]
44021,Thermodynamics of Materials,MTLE-4100,"['ENGR-2250', 'CHEM-1100', 'ENGR-1600']"
43692,Electrical and Optical Properties of Materials,MTLE-4200,"['ENGR-1600', 'MTLE-2100', 'PHYS-1200']"
44823,Mechanical Properties of Materials,MTLE-4250,"['ENGR-1600', 'MTLE-2100']"
44412,Materials Synthesis and Processing,MTLE-4400,"['MTLE-4200', 'MTLE-4150', 'MTLE-4250']"
44782,Thin Films,MTLE-4440,[]
43766,,MTLE-4961,
41351,Advanced Kinetics of Materials Reactions,MTLE-6060,"['MTLE-4100', 'MTLE-6030']"
42488,Advanced Electronic Properties of Materials,MTLE-6120,[]
41129,Integrated Circuit Fabrication Laboratory,MTLE-6300,['ECSE-4250']
44783,Thin Films,MTLE-6440,[]
43693,Nanostructured Materials,MTLE-6480,[]
44989,,MTLE-6962,
41114,Critical Thinking,PHIL-2100,[]
45019,Topics in Philosophy,PHIL-2960,[]
43982,Philosophy of Science,PHIL-4130,[]
44898,Computability and Logic,PHIL-4420,['PHIL-2140']
40073,General Physics,PHYS-1050,[]
41534,Honors Physics II,PHYS-1250,['PHYS-1100']
42481,Quantum Physics II,PHYS-2220,"['PHYS-2210', 'MATH-2010']"
40140,Optics,PHYS-2620,['PHYS-1200']
40519,Special Projects in Physics,PHYS-2940,[]
44907,,PHYS-2962,
45070,,PHYS-2963,
42839,General Relativity,PHYS-4240,"['PHYS-4330', 'MATH-4600']"
42166,Computational Physics,PHYS-4810,"['CSCI-1100', 'PHYS-1100', 'PHYS-1200']"
42225,Culminating Experience Project,PHYS-4910,[]
40520,,PHYS-4940,
41628,Topics in Physics,PHYS-4960,[]
45071,,PHYS-4963,
41352,Electrodynamics,PHYS-6410,[]
41354,Quantum Mechanics II,PHYS-6520,['PHYS-6510']
40521,Readings in Physics,PHYS-6940,[]
40336,Critical Thinking,PSYC-2100,[]
43779,,PSYC-2960,
42145,Industrial and Organizational Psychology,PSYC-4200,['PSYC-1200']
44440,Mathematical Methods in Psychological Science,PSYC-4350,"['PSYC-1200', 'PSYC-4310', 'COGS-2120', 'CSCI-1100']"
44919,Behavioral Neuroscience,PSYC-4360,"['PSYC-1200', 'PSYC-2120']"
44915,Sensation and Perception,PSYC-4410,"['PSYC-1200', 'PSYC-2120']"
42842,Cognitive Modeling,PSYC-4510,"['PSYC-1200', 'PSYC-2120', 'CSCI-2300', 'CSCI-4150', 'PSYC-4370']"
42591,Stress and the Brain,PSYC-4610,['PSYC-1200']
40522,Readings in Psychology,PSYC-4940,['PSYC-1200']
42637,,PSYC-4961,
44954,Sustainability by Design,STSH-4290,[]
44103,Drugs in History,STSH-4430,[]
44956,History of American Technology,STSH-4510,[]
44374,History of Science and Technology,STSH-4530,"['IHSS-1420', 'IHSS-1430', 'STSH-2500', 'STSS-2520']"
44957,Topics in Science and Technology Studies,STSH-4960,[]
44676,,STSH-4963,
44951,STS and Sustainability Senior Project,STSH-4990,['STSS-4980']
41537,"Design, Culture, and Society",STSS-2210,[]
44092,Sociology,STSS-2520,[]
44955,Sustainability by Design,STSS-4290,"['STSS-2300', 'STSS-2210']"
44105,Drugs in History,STSS-4430,"['STSS-1110', 'STSH-1110', 'STSS-2100', 'STSS-2520', 'STSS-2700', 'STSH-2500', 'STSS-2210']"
42835,Design and Innovation  Studio C,STSS-4610,['ENGR-2020']
44132,Topics in Science and Technology Studies,STSS-4960,[]
44958,,STSS-4961,
45034,,STSS-4962,
44064,STS and Sustainability Senior Project,STSS-4990,['STSS-4980']
44950,Science and Technology Policy,STSS-6100,[]
42231,Master’s Internship,STSS-6970,[]
41917,Master's Thesis,STSS-6990,[]
40068,,USAF-0020,
40091,Air and Space Studies 100B (Heritage and Values of the United States Air Force),USAF-1020,['USAF-0010']
40003,Air and Space Studies 200B (Team and Leadership Fundamentals),USAF-2040,['USAF-0010']
40004,Air and Space Studies 300B (Leading People and Effective Communication),USAF-2060,"['USAF-1010', 'USAF-1020', 'USAF-2030', 'USAF-2040', 'USAF-2050', 'USAF-0080']"
40005,Air and Space Studies 400B (National Security Affairs/Preparation for Active Duty),USAF-2080,"['USAF-1010', 'USAF-1020', 'USAF-2030', 'USAF-2040', 'USAF-2050', 'USAF-2060', 'USAF-2070', 'USAF-0080']"
41958,Fundamentals of Military Science Lab II,USAR-0020,[]
41959,Applied Leadership Lab II,USAR-0040,[]
41960,Applied Military Leadership Lab II,USAR-0060,[]
41961,Advanced Military Management and Leadership Lab II,USAR-0080,[]
40006,Fundamentals of Military Science II,USAR-1020,[]
40007,Applied Leadership II,USAR-2020,[]
40008,Applied Military Leadership II,USAR-2070,[]
40067,Advanced Military Management and Leadership II,USAR-4020,[]
40009,,USNA-0020,
40141,Sea Power and Maritime Affairs,USNA-2020,[]
44116,Evolution of Warfare,USNA-2150,[]
40065,Naval Leadership and Ethics,USNA-4190,"['USNA-1010', 'USNA-2020', 'USNA-2030', 'USNA-2040', 'USNA-2050', 'USNA-2060', 'USNA-2070']"
43664,Strategic Writing,WRIT-2110,[]
44544,Writing and Response,WRIT-4380,[]
44943,,WRIT-4961,
44929,Writing and Response,WRIT-6380,[]
44944,,WRIT-6961,
15876,,ADMN-6600,
16703,Topics in the Arts,ARTS-2960,[]
16711,,ARTS-2962,
16549,,ARTS-2965,
16550,,ARTS-2967,
16386,Topics in Astronomy and Astrophysics,ASTR-1960,[]
16698,,ASTR-1961,
16134,Master's Thesis,BCBP-6990,[]
16380,Cognition and the Brain,COGS-4600,"['PSYC-4330', 'PSYC-4360', 'PSYC-4370']"
16290,,CSCI-4963,
16623,Environmental Geology,ERTH-4180,[]
16704,Topics in Games,GSAS-2960,[]
16571,,GSAS-2962,
16573,,GSAS-2965,
16705,Topics in Language,LANG-4960,[]
16685,Materials Laboratory Skills,MTLE-2500,[]
16276,,PSYC-4320,
16381,Cognition and the Brain,PSYC-4600,"['PSYC-4330', 'PSYC-4360', 'PSYC-4370']"
16552,Topics in Science and Technology Studies,STSH-2960,[]
16581,Design and Innovation Studio A,STSH-4600,[]
16371,,STSH-4961,
16569,,STSH-4964,
16679,"Food, Farms, and Famine",STSS-4260,[]
16580,Design and Innovation Studio A,STSS-4600,[]
16567,,STSS-4963,
